item_id,book_title,concept,domain,cluster_description,item_type,description,text,title,numbers,url,combined_text,standard,all_standards
501,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",title,,Sketching the Graph of an Exponential Function of the Form f(x) = bx,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:73c684c9-6dae-4f32-a1a1-5208b5bf59c2.xhtml,Sketching the Graph of an Exponential Function of the Form f(x) = bx,HSF.LE.A.2,HSF.LE.A.2
502,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",section,Exponential Functions,,,6.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:694d2eea-4135-47f3-8c06-60472f7e967c.xhtml,Exponential Functions,HSF.LE.A.3,HSF.LE.A.3
503,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",title,,Defining an Exponential Function,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:694d2eea-4135-47f3-8c06-60472f7e967c.xhtml,Defining an Exponential Function,HSF.LE.A.3,HSF.LE.A.3
504,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",table,,,,2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:694d2eea-4135-47f3-8c06-60472f7e967c.xhtml,,HSF.LE.A.3,HSF.LE.A.3
505,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",figure,,,,1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:694d2eea-4135-47f3-8c06-60472f7e967c.xhtml,,HSF.LE.A.3,HSF.LE.A.3
506,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",table,,,,3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:694d2eea-4135-47f3-8c06-60472f7e967c.xhtml,,HSF.LE.A.3,HSF.LE.A.3
507,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",title,,Exponential Growth -,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:694d2eea-4135-47f3-8c06-60472f7e967c.xhtml,Exponential Growth -,HSF.LE.A.3,HSF.LE.A.3
508,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",figure,,,,2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:694d2eea-4135-47f3-8c06-60472f7e967c.xhtml,,HSF.LE.A.3,HSF.LE.A.3
509,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",example,,,,3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:694d2eea-4135-47f3-8c06-60472f7e967c.xhtml,,HSF.LE.A.3,HSF.LE.A.3
510,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",title,,Evaluating a Real-World Exponential Model,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:694d2eea-4135-47f3-8c06-60472f7e967c.xhtml,Evaluating a Real-World Exponential Model,HSF.LE.A.3,HSF.LE.A.3
511,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",section,Logarithmic Functions,,,6.3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:746b4be7-5dfd-4d01-8293-06ef750e0365.xhtml,Logarithmic Functions,HSF.LE.A.4,HSF.LE.A.4
512,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",title,,Evaluating Logarithms,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:746b4be7-5dfd-4d01-8293-06ef750e0365.xhtml,Evaluating Logarithms,HSF.LE.A.4,HSF.LE.A.4
513,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",example,,,,6,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:746b4be7-5dfd-4d01-8293-06ef750e0365.xhtml,,HSF.LE.A.4,HSF.LE.A.4
514,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models","Construct and compare linear, quadratic, and exponential models and solve problems.",title,,Finding the Value of a Common Logarithm Using a Calculator,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:746b4be7-5dfd-4d01-8293-06ef750e0365.xhtml,Finding the Value of a Common Logarithm Using a Calculator,HSF.LE.A.4,HSF.LE.A.4
515,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models",Interpret expressions for functions in terms of the situation they model.,section,Modeling with Linear Functions,,,4.2,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dcf784dc-acd1-46a8-b5b0-cd5d8673b83a.xhtml,Modeling with Linear Functions,HSF.LE.B.5,HSF.LE.B.5
516,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models",Interpret expressions for functions in terms of the situation they model.,title,,Building Linear Models from Verbal Descriptions,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dcf784dc-acd1-46a8-b5b0-cd5d8673b83a.xhtml,Building Linear Models from Verbal Descriptions,HSF.LE.B.5,HSF.LE.B.5
517,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models",Interpret expressions for functions in terms of the situation they model.,example,,,,1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dcf784dc-acd1-46a8-b5b0-cd5d8673b83a.xhtml,,HSF.LE.B.5,HSF.LE.B.5
518,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models",Interpret expressions for functions in terms of the situation they model.,title,,Using a Linear Model to Investigate a Town’s Population,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dcf784dc-acd1-46a8-b5b0-cd5d8673b83a.xhtml,Using a Linear Model to Investigate a Town’s Population,HSF.LE.B.5,HSF.LE.B.5
519,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models",Interpret expressions for functions in terms of the situation they model.,example,,,,4,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dcf784dc-acd1-46a8-b5b0-cd5d8673b83a.xhtml,,HSF.LE.B.5,HSF.LE.B.5
520,Algebra and Trigonometry,FUNCTIONS,"Linear, Quadratic, & Exponential Models",Interpret expressions for functions in terms of the situation they model.,title,,Building a System of Linear Models to Choose a Truck Rental Company,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dcf784dc-acd1-46a8-b5b0-cd5d8673b83a.xhtml,Building a System of Linear Models to Choose a Truck Rental Company,HSF.LE.B.5,HSF.LE.B.5
521,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Extend the domain of trigonometric functions using the unit circle.,section,Angles,,,7.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dfea3cab-f983-481e-a2f0-dc2a5bbdb32d.xhtml,Angles,HSF.TF.A.1,HSF.TF.A.1
522,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Extend the domain of trigonometric functions using the unit circle.,title,,Converting Between Degrees and Radians,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dfea3cab-f983-481e-a2f0-dc2a5bbdb32d.xhtml,Converting Between Degrees and Radians,HSF.TF.A.1,HSF.TF.A.1
523,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Extend the domain of trigonometric functions using the unit circle.,figure,,,,11,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dfea3cab-f983-481e-a2f0-dc2a5bbdb32d.xhtml,,HSF.TF.A.1,HSF.TF.A.1
524,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Extend the domain of trigonometric functions using the unit circle.,title,,Relating Arc Lengths to Radius,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dfea3cab-f983-481e-a2f0-dc2a5bbdb32d.xhtml,Relating Arc Lengths to Radius,HSF.TF.A.1,HSF.TF.A.1
525,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Extend the domain of trigonometric functions using the unit circle.,figure,,,,12,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dfea3cab-f983-481e-a2f0-dc2a5bbdb32d.xhtml,,HSF.TF.A.1,HSF.TF.A.1
526,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Extend the domain of trigonometric functions using the unit circle.,figure,,,,13,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:dfea3cab-f983-481e-a2f0-dc2a5bbdb32d.xhtml,,HSF.TF.A.1,HSF.TF.A.1
527,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Extend the domain of trigonometric functions using the unit circle.,section,Unit Circle,,,7.3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:89e9d4e5-e3b8-4aa4-8de5-aa34b02b9b07.xhtml,Unit Circle,HSF.TF.A.2,HSF.TF.A.2
528,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Extend the domain of trigonometric functions using the unit circle.,title,,Finding Trigonometric Functions Using the Unit Circle,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:89e9d4e5-e3b8-4aa4-8de5-aa34b02b9b07.xhtml,Finding Trigonometric Functions Using the Unit Circle,HSF.TF.A.2,HSF.TF.A.2
529,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Extend the domain of trigonometric functions using the unit circle.,title,,Defining Sine and Cosine Functions from the Unit Circle,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:89e9d4e5-e3b8-4aa4-8de5-aa34b02b9b07.xhtml,Defining Sine and Cosine Functions from the Unit Circle,HSF.TF.A.2,HSF.TF.A.2
530,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Extend the domain of trigonometric functions using the unit circle.,figure,,,,3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:89e9d4e5-e3b8-4aa4-8de5-aa34b02b9b07.xhtml,,HSF.TF.A.2,HSF.TF.A.2
531,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Extend the domain of trigonometric functions using the unit circle.,example,,,,1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:89e9d4e5-e3b8-4aa4-8de5-aa34b02b9b07.xhtml,,HSF.TF.A.2,HSF.TF.A.2
532,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Extend the domain of trigonometric functions using the unit circle.,title,,Finding Function Values for Sine and Cosine,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:89e9d4e5-e3b8-4aa4-8de5-aa34b02b9b07.xhtml,Finding Function Values for Sine and Cosine,HSF.TF.A.2,HSF.TF.A.2
533,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Model periodic phenomena with trigonometric functions.,section,Graphs of the Sine and Cosine Functions,,,8.1,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:ec87ee19-d627-4c06-89a0-2bd96aa3f402.xhtml,Graphs of the Sine and Cosine Functions,HSF.TF.B.5,HSF.TF.B.5
534,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Model periodic phenomena with trigonometric functions.,example,,,,6,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:ec87ee19-d627-4c06-89a0-2bd96aa3f402.xhtml,,HSF.TF.B.5,HSF.TF.B.5
535,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Model periodic phenomena with trigonometric functions.,title,,Identifying the Equation for a Sinusoidal Function from a Graph,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:ec87ee19-d627-4c06-89a0-2bd96aa3f402.xhtml,Identifying the Equation for a Sinusoidal Function from a Graph,HSF.TF.B.5,HSF.TF.B.5
536,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Model periodic phenomena with trigonometric functions.,example,,,,7,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:ec87ee19-d627-4c06-89a0-2bd96aa3f402.xhtml,,HSF.TF.B.5,HSF.TF.B.5
537,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Model periodic phenomena with trigonometric functions.,title,,Identifying the Equation for a Sinusoidal Function from a Graph,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:ec87ee19-d627-4c06-89a0-2bd96aa3f402.xhtml,Identifying the Equation for a Sinusoidal Function from a Graph,HSF.TF.B.5,HSF.TF.B.5
538,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Prove and apply trigonometric identities.,section,Unit Circle,,,7.3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:89e9d4e5-e3b8-4aa4-8de5-aa34b02b9b07.xhtml,Unit Circle,HSF.TF.C.8,HSF.TF.C.8
539,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Prove and apply trigonometric identities.,title,,The Pythagorean Identity,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:89e9d4e5-e3b8-4aa4-8de5-aa34b02b9b07.xhtml,The Pythagorean Identity,HSF.TF.C.8,HSF.TF.C.8
540,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Prove and apply trigonometric identities.,figure,,,,7,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:89e9d4e5-e3b8-4aa4-8de5-aa34b02b9b07.xhtml,,HSF.TF.C.8,HSF.TF.C.8
541,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Prove and apply trigonometric identities.,example,,,,3,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:89e9d4e5-e3b8-4aa4-8de5-aa34b02b9b07.xhtml,,HSF.TF.C.8,HSF.TF.C.8
542,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Prove and apply trigonometric identities.,title,,Finding a Cosine from a Sine or a Sine from a Cosine,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:89e9d4e5-e3b8-4aa4-8de5-aa34b02b9b07.xhtml,Finding a Cosine from a Sine or a Sine from a Cosine,HSF.TF.C.8,HSF.TF.C.8
543,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Prove and apply trigonometric identities.,title,,Finding Sines and Cosines of Special Angles,,,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:89e9d4e5-e3b8-4aa4-8de5-aa34b02b9b07.xhtml,Finding Sines and Cosines of Special Angles,HSF.TF.C.8,HSF.TF.C.8
544,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Prove and apply trigonometric identities.,figure,,,,9,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:89e9d4e5-e3b8-4aa4-8de5-aa34b02b9b07.xhtml,,HSF.TF.C.8,HSF.TF.C.8
545,Algebra and Trigonometry,FUNCTIONS,Trigonometric Functions,Prove and apply trigonometric identities.,figure,,,,10,https://openstax-web-hosting-content-primary.s3.amazonaws.com/apps/archive/20251118.192121/contents/13ac107a-f15f-49d2-97e8-60ab2e3b519c@ebc5beb:89e9d4e5-e3b8-4aa4-8de5-aa34b02b9b07.xhtml,,HSF.TF.C.8,HSF.TF.C.8
